layer,mean_difference_norm,mean_absolute_difference,max_difference_norm
8,0.2169008068740368,0.021903559379279614,1.4448896646499634
9,0.1880344893783331,0.01926839374937117,1.7554409503936768
10,0.30206140130758286,0.029890124313533308,2.530845880508423
