pair_id,domain,layer,head,head_label,clean_ld,corrupted_ld,patched_ld,behavioral_gap,recovery
65,product,6,3,L6H3,1.6421585083007812,1.0647048950195312,1.0977401733398438,0.57745361328125,0.05720854032343304
65,product,6,4,L6H4,1.6421585083007812,1.0647048950195312,1.0847320556640625,0.57745361328125,0.034681851812704785
65,product,6,5,L6H5,1.6421585083007812,1.0647048950195312,1.0246047973632812,0.57745361328125,-0.0694429764295529
65,product,6,6,L6H6,1.6421585083007812,1.0647048950195312,1.0282135009765625,0.57745361328125,-0.0631936370362541
65,product,6,7,L6H7,1.6421585083007812,1.0647048950195312,1.0771484375,0.57745361328125,0.021548990592960574
65,product,6,8,L6H8,1.6421585083007812,1.0647048950195312,1.0709304809570312,0.57745361328125,0.01078110136349223
65,product,6,9,L6H9,1.6421585083007812,1.0647048950195312,1.0664291381835938,0.57745361328125,0.0029859422893985838
65,product,6,10,L6H10,1.6421585083007812,1.0647048950195312,1.076385498046875,0.57745361328125,0.02022777719057182
65,product,6,11,L6H11,1.6421585083007812,1.0647048950195312,1.036285400390625,0.57745361328125,-0.04921519923898108
65,product,7,0,L7H0,1.6421585083007812,1.0647048950195312,1.0597915649414062,0.57745361328125,-0.008508614311383575
65,product,7,1,L7H1,1.6421585083007812,1.0647048950195312,1.0789413452148438,0.57745361328125,0.024653842088574147
65,product,7,2,L7H2,1.6421585083007812,1.0647048950195312,1.0646820068359375,0.57745361328125,-3.963640207166262e-05
65,product,7,3,L7H3,1.6421585083007812,1.0647048950195312,1.05731201171875,0.57745361328125,-0.012802557869147024
65,product,7,4,L7H4,1.6421585083007812,1.0647048950195312,1.0660018920898438,0.57745361328125,0.0022460627840608814
65,product,7,5,L7H5,1.6421585083007812,1.0647048950195312,1.1359176635742188,0.57745361328125,0.12332205897896628
65,product,7,6,L7H6,1.6421585083007812,1.0647048950195312,1.0011672973632812,0.57745361328125,-0.11003065215093542
65,product,7,7,L7H7,1.6421585083007812,1.0647048950195312,1.068084716796875,0.57745361328125,0.005852975372582179
65,product,7,8,L7H8,1.6421585083007812,1.0647048950195312,1.0765533447265625,0.57745361328125,0.02051844413909735
65,product,7,9,L7H9,1.6421585083007812,1.0647048950195312,1.064544677734375,0.57745361328125,-0.0002774548145016383
65,product,7,10,L7H10,1.6421585083007812,1.0647048950195312,1.064849853515625,0.57745361328125,0.00025103054645386324
65,product,7,11,L7H11,1.6421585083007812,1.0647048950195312,1.06500244140625,0.57745361328125,0.000515273226931614
65,product,8,0,L8H0,1.6421585083007812,1.0647048950195312,1.0676498413085938,0.57745361328125,0.00509988373322059
65,product,8,1,L8H1,1.6421585083007812,1.0647048950195312,1.0648117065429688,0.57745361328125,0.00018496987633442554
65,product,8,2,L8H2,1.6421585083007812,1.0647048950195312,1.0502166748046875,0.57745361328125,-0.025089842511362436
65,product,8,3,L8H3,1.6421585083007812,1.0647048950195312,1.08099365234375,0.57745361328125,0.028207906140999894
65,product,8,4,L8H4,1.6421585083007812,1.0647048950195312,1.1129302978515625,0.57745361328125,0.08351389916499313
65,product,8,5,L8H5,1.6421585083007812,1.0647048950195312,1.1309280395507812,0.57745361328125,0.11468132332734383
65,product,8,6,L8H6,1.6421585083007812,1.0647048950195312,1.11767578125,0.57745361328125,0.09173184652785119
65,product,8,7,L8H7,1.6421585083007812,1.0647048950195312,1.0720138549804688,0.57745361328125,0.012657224394884262
65,product,8,8,L8H8,1.6421585083007812,1.0647048950195312,1.0138397216796875,0.57745361328125,-0.08808529753725822
65,product,8,9,L8H9,1.6421585083007812,1.0647048950195312,1.1417083740234375,0.57745361328125,0.13335006870309693
65,product,8,10,L8H10,1.6421585083007812,1.0647048950195312,1.0320968627929688,0.57745361328125,-0.05646866081809534
65,product,8,11,L8H11,1.6421585083007812,1.0647048950195312,1.109405517578125,0.57745361328125,0.07740989324595708
65,product,9,0,L9H0,1.6421585083007812,1.0647048950195312,1.050384521484375,0.57745361328125,-0.02479917556283691
65,product,9,1,L9H1,1.6421585083007812,1.0647048950195312,1.066680908203125,0.57745361328125,0.0034219427121868723
65,product,9,2,L9H2,1.6421585083007812,1.0647048950195312,1.1504745483398438,0.57745361328125,0.1485308106965437
65,product,9,3,L9H3,1.6421585083007812,1.0647048950195312,1.1295547485351562,0.57745361328125,0.11230313920304408
65,product,9,4,L9H4,1.6421585083007812,1.0647048950195312,1.06805419921875,0.57745361328125,0.005800126836486629
65,product,9,5,L9H5,1.6421585083007812,1.0647048950195312,1.0368881225585938,0.57745361328125,-0.048171440651093966
65,product,9,6,L9H6,1.6421585083007812,1.0647048950195312,1.0641250610351562,0.57745361328125,-0.001004122185815453
65,product,9,7,L9H7,1.6421585083007812,1.0647048950195312,0.9431610107421875,0.57745361328125,-0.21048250713455238
65,product,9,8,L9H8,1.6421585083007812,1.0647048950195312,1.062530517578125,0.57745361328125,-0.0037654581968079486
65,product,9,9,L9H9,1.6421585083007812,1.0647048950195312,1.0661239624023438,0.57745361328125,0.002457456928443082
65,product,9,10,L9H10,1.6421585083007812,1.0647048950195312,1.2025299072265625,0.57745361328125,0.23867720114152838
65,product,9,11,L9H11,1.6421585083007812,1.0647048950195312,1.06463623046875,0.57745361328125,-0.00011890920621498784
65,product,10,0,L10H0,1.6421585083007812,1.0647048950195312,1.06536865234375,0.57745361328125,0.0011494556600782158
65,product,10,1,L10H1,1.6421585083007812,1.0647048950195312,1.0945587158203125,0.57745361328125,0.05169908043547194
65,product,10,2,L10H2,1.6421585083007812,1.0647048950195312,1.0610198974609375,0.57745361328125,-0.006381460733537681
65,product,10,3,L10H3,1.6421585083007812,1.0647048950195312,1.0640106201171875,0.57745361328125,-0.001202304196173766
65,product,10,4,L10H4,1.6421585083007812,1.0647048950195312,1.137908935546875,0.57745361328125,0.12677042595920093
65,product,10,5,L10H5,1.6421585083007812,1.0647048950195312,1.0688629150390625,0.57745361328125,0.007200613043018708
65,product,10,6,L10H6,1.6421585083007812,1.0647048950195312,1.0579605102539062,0.57745361328125,-0.011679526477116583
65,product,10,7,L10H7,1.6421585083007812,1.0647048950195312,1.0577392578125,0.57745361328125,-0.012062678363809323
65,product,10,8,L10H8,1.6421585083007812,1.0647048950195312,1.064117431640625,0.57745361328125,-0.0010173343198393405
65,product,10,9,L10H9,1.6421585083007812,1.0647048950195312,1.09661865234375,0.57745361328125,0.05526635662192157
65,product,10,10,L10H10,1.6421585083007812,1.0647048950195312,1.0627288818359375,0.57745361328125,-0.0034219427121868723
