best_single_head,best_single_mean_recovery,best_multi_condition,best_multi_mean_recovery,absolute_improvement,relative_improvement
L10H4,0.22264202013224668,L10H4 + L9H2 + L8H9,0.5466720854245801,0.32403006529233347,1.4553859379279055
