pair_id,domain,condition,n_heads,heads,clean_ld,corrupted_ld,patched_ld,behavioral_gap,recovery
95,general,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,0.89178466796875,0.18206787109375,0.49207305908203125,0.709716796875,0.4368012555899553
97,general,L10H4,1,L10H4,0.9970169067382812,0.49837493896484375,0.5320510864257812,0.4986419677734375,0.06753572630741454
97,general,L8H9,1,L8H9,0.9970169067382812,0.49837493896484375,0.531890869140625,0.4986419677734375,0.06721441904587043
97,general,L9H2,1,L9H2,0.9970169067382812,0.49837493896484375,0.5291748046875,0.4986419677734375,0.06176749594540837
97,general,L10H4 + L8H9,2,L10H4 + L8H9,0.9970169067382812,0.49837493896484375,0.565460205078125,0.4986419677734375,0.13453594051225556
97,general,L10H4 + L9H2,2,L10H4 + L9H2,0.9970169067382812,0.49837493896484375,0.5619277954101562,0.4986419677734375,0.12745188041249733
97,general,L8H9 + L9H2,2,L8H9 + L9H2,0.9970169067382812,0.49837493896484375,0.5623703002929688,0.4986419677734375,0.1283393004681906
97,general,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,0.9970169067382812,0.49837493896484375,0.5948944091796875,0.4986419677734375,0.19356467456164508
99,general,L10H4,1,L10H4,1.1359329223632812,0.47364044189453125,0.6315460205078125,0.66229248046875,0.2384227260160354
99,general,L8H9,1,L8H9,1.1359329223632812,0.47364044189453125,0.5667953491210938,0.66229248046875,0.1406552391484656
99,general,L9H2,1,L9H2,1.1359329223632812,0.47364044189453125,0.4952545166015625,0.66229248046875,0.032635240991613676
99,general,L10H4 + L8H9,2,L10H4 + L8H9,1.1359329223632812,0.47364044189453125,0.7251663208007812,0.66229248046875,0.379780665376463
99,general,L10H4 + L9H2,2,L10H4 + L9H2,1.1359329223632812,0.47364044189453125,0.6535491943359375,0.66229248046875,0.27164547046355175
99,general,L8H9 + L9H2,2,L8H9 + L9H2,1.1359329223632812,0.47364044189453125,0.5919113159179688,0.66229248046875,0.17857801124320338
99,general,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.1359329223632812,0.47364044189453125,0.7506484985351562,0.66229248046875,0.4182563819002857
100,general,L10H4,1,L10H4,0.8566741943359375,0.4051361083984375,0.46474456787109375,0.4515380859375,0.13201203027845362
100,general,L8H9,1,L8H9,0.8566741943359375,0.4051361083984375,0.4849395751953125,0.4515380859375,0.17673695593403624
100,general,L9H2,1,L9H2,0.8566741943359375,0.4051361083984375,0.4604644775390625,0.4515380859375,0.1225331170586645
100,general,L10H4 + L8H9,2,L10H4 + L8H9,0.8566741943359375,0.4051361083984375,0.5431747436523438,0.4515380859375,0.3057076236820762
100,general,L10H4 + L9H2,2,L10H4 + L9H2,0.8566741943359375,0.4051361083984375,0.519683837890625,0.4515380859375,0.25368342795350096
100,general,L8H9 + L9H2,2,L8H9 + L9H2,0.8566741943359375,0.4051361083984375,0.5409698486328125,0.4515380859375,0.30082454717491214
100,general,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,0.8566741943359375,0.4051361083984375,0.598785400390625,0.4515380859375,0.4288659097053258
