pair_id,domain,condition,n_heads,heads,clean_ld,corrupted_ld,patched_ld,behavioral_gap,recovery
46,software,L8H9 + L9H2,2,L8H9 + L9H2,0.967254638671875,0.46288299560546875,0.5937576293945312,0.5043716430664062,0.25948055484124705
46,software,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,0.967254638671875,0.46288299560546875,0.6096038818359375,0.5043716430664062,0.2908983648217338
47,software,L10H4,1,L10H4,1.1142425537109375,0.13669586181640625,0.32877349853515625,0.9775466918945312,0.19648947545052253
47,software,L8H9,1,L8H9,1.1142425537109375,0.13669586181640625,0.3317718505859375,0.9775466918945312,0.19955669676653998
47,software,L9H2,1,L9H2,1.1142425537109375,0.13669586181640625,0.26025390625,0.9775466918945312,0.12639605397685144
47,software,L10H4 + L8H9,2,L10H4 + L8H9,1.1142425537109375,0.13669586181640625,0.5281143188476562,0.9775466918945312,0.4004089628421357
47,software,L10H4 + L9H2,2,L10H4 + L9H2,1.1142425537109375,0.13669586181640625,0.45552825927734375,0.9775466918945312,0.3261556712375809
47,software,L8H9 + L9H2,2,L8H9 + L9H2,1.1142425537109375,0.13669586181640625,0.4532318115234375,0.9775466918945312,0.3238064762856184
47,software,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.1142425537109375,0.13669586181640625,0.6513290405273438,0.9775466918945312,0.5264538082713516
48,software,L10H4,1,L10H4,1.4407501220703125,0.4945068359375,0.5768890380859375,0.9462432861328125,0.08706239014400206
48,software,L8H9,1,L8H9,1.4407501220703125,0.4945068359375,0.5940628051757812,0.9462432861328125,0.10521181042684598
48,software,L9H2,1,L9H2,1.4407501220703125,0.4945068359375,0.5882568359375,0.9462432861328125,0.09907600019350782
48,software,L10H4 + L8H9,2,L10H4 + L8H9,1.4407501220703125,0.4945068359375,0.673736572265625,0.9462432861328125,0.18941189750536178
48,software,L10H4 + L9H2,2,L10H4 + L9H2,1.4407501220703125,0.4945068359375,0.670318603515625,0.9462432861328125,0.18579975166497348
48,software,L8H9 + L9H2,2,L8H9 + L9H2,1.4407501220703125,0.4945068359375,0.6849212646484375,0.9462432861328125,0.20123199974198958
48,software,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.4407501220703125,0.4945068359375,0.7643051147460938,0.9462432861328125,0.2851256994501153
49,software,L10H4,1,L10H4,1.2866058349609375,0.5055389404296875,0.6222610473632812,0.78106689453125,0.1494393217160272
49,software,L8H9,1,L8H9,1.2866058349609375,0.5055389404296875,0.6511001586914062,0.78106689453125,0.18636203797765102
49,software,L9H2,1,L9H2,1.2866058349609375,0.5055389404296875,0.5548019409179688,0.78106689453125,0.06307142298976323
49,software,L10H4 + L8H9,2,L10H4 + L8H9,1.2866058349609375,0.5055389404296875,0.7673873901367188,0.78106689453125,0.33524458857544737
49,software,L10H4 + L9H2,2,L10H4 + L9H2,1.2866058349609375,0.5055389404296875,0.6710968017578125,0.78106689453125,0.21196374150191452
49,software,L8H9 + L9H2,2,L8H9 + L9H2,1.2866058349609375,0.5055389404296875,0.701263427734375,0.78106689453125,0.25058607486129564
49,software,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.2866058349609375,0.5055389404296875,0.8168792724609375,0.78106689453125,0.3986090489958584
51,software,L10H4,1,L10H4,1.6097259521484375,0.743865966796875,0.8737411499023438,0.8658599853515625,0.14999559432549123
51,software,L8H9,1,L8H9,1.6097259521484375,0.743865966796875,0.8284683227539062,0.8658599853515625,0.09770904925544101
51,software,L9H2,1,L9H2,1.6097259521484375,0.743865966796875,0.8548583984375,0.8658599853515625,0.12818750550709312
51,software,L10H4 + L8H9,2,L10H4 + L8H9,1.6097259521484375,0.743865966796875,0.955902099609375,0.8658599853515625,0.24488501189532116
51,software,L10H4 + L9H2,2,L10H4 + L9H2,1.6097259521484375,0.743865966796875,0.9829864501953125,0.8658599853515625,0.27616530090756897
51,software,L8H9 + L9H2,2,L8H9 + L9H2,1.6097259521484375,0.743865966796875,0.936431884765625,0.8658599853515625,0.2223984492025729
51,software,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.6097259521484375,0.743865966796875,1.0618896484375,0.8658599853515625,0.36729227244691165
53,software,L10H4,1,L10H4,1.0055999755859375,0.26502227783203125,0.388824462890625,0.7405776977539062,0.16716974523277256
53,software,L8H9,1,L8H9,1.0055999755859375,0.26502227783203125,0.3677825927734375,0.7405776977539062,0.13875696669379514
53,software,L9H2,1,L9H2,1.0055999755859375,0.26502227783203125,0.34296417236328125,0.7405776977539062,0.10524472282603096
53,software,L10H4 + L8H9,2,L10H4 + L8H9,1.0055999755859375,0.26502227783203125,0.49160003662109375,0.7405776977539062,0.30594731582688606
53,software,L10H4 + L9H2,2,L10H4 + L9H2,1.0055999755859375,0.26502227783203125,0.4656524658203125,0.7405776977539062,0.27091038333556544
53,software,L8H9 + L9H2,2,L8H9 + L9H2,1.0055999755859375,0.26502227783203125,0.44329833984375,0.7405776977539062,0.24072566936921158
53,software,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.0055999755859375,0.26502227783203125,0.5658111572265625,0.7405776977539062,0.4061543850250853
56,product,L10H4,1,L10H4,1.4049301147460938,0.447723388671875,0.759368896484375,0.9572067260742188,0.32557805886994573
56,product,L8H9,1,L8H9,1.4049301147460938,0.447723388671875,0.5765762329101562,0.9572067260742188,0.13461339199604663
56,product,L9H2,1,L9H2,1.4049301147460938,0.447723388671875,0.7425765991210938,0.9572067260742188,0.3080350382184389
56,product,L10H4 + L8H9,2,L10H4 + L8H9,1.4049301147460938,0.447723388671875,0.8815383911132812,0.9572067260742188,0.45320931270573794
56,product,L10H4 + L9H2,2,L10H4 + L9H2,1.4049301147460938,0.447723388671875,1.0536270141601562,0.9572067260742188,0.6329913998549374
56,product,L8H9 + L9H2,2,L8H9 + L9H2,1.4049301147460938,0.447723388671875,0.8641510009765625,0.9572067260742188,0.43504459482078384
56,product,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.4049301147460938,0.447723388671875,1.16375732421875,0.9572067260742188,0.7480452404294493
57,product,L10H4,1,L10H4,1.47088623046875,0.5699996948242188,0.6605453491210938,0.9008865356445312,0.10050727890177082
57,product,L8H9,1,L8H9,1.47088623046875,0.5699996948242188,0.6750564575195312,0.9008865356445312,0.11661486606651367
57,product,L9H2,1,L9H2,1.47088623046875,0.5699996948242188,0.6680450439453125,0.9008865356445312,0.10883207289911162
57,product,L10H4 + L8H9,2,L10H4 + L8H9,1.47088623046875,0.5699996948242188,0.7616195678710938,0.9008865356445312,0.21270145069909638
57,product,L10H4 + L9H2,2,L10H4 + L9H2,1.47088623046875,0.5699996948242188,0.7570648193359375,0.9008865356445312,0.20764559920732378
57,product,L8H9 + L9H2,2,L8H9 + L9H2,1.47088623046875,0.5699996948242188,0.7691421508789062,0.9008865356445312,0.22105165098534058
57,product,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.47088623046875,0.5699996948242188,0.8539657592773438,0.9008865356445312,0.3152073576612664
59,product,L10H4,1,L10H4,1.082061767578125,0.139556884765625,0.2171783447265625,0.9425048828125,0.08235656003108406
59,product,L8H9,1,L8H9,1.082061767578125,0.139556884765625,0.265228271484375,0.9425048828125,0.13333765056339852
59,product,L9H2,1,L9H2,1.082061767578125,0.139556884765625,0.2737579345703125,0.9425048828125,0.14238764408755342
59,product,L10H4 + L8H9,2,L10H4 + L8H9,1.082061767578125,0.139556884765625,0.34143829345703125,0.9425048828125,0.21419667141561974
59,product,L10H4 + L9H2,2,L10H4 + L9H2,1.082061767578125,0.139556884765625,0.349884033203125,0.9425048828125,0.2231576220696801
59,product,L8H9 + L9H2,2,L8H9 + L9H2,1.082061767578125,0.139556884765625,0.39725494384765625,0.9425048828125,0.27341827483486597
59,product,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.082061767578125,0.139556884765625,0.4717559814453125,0.9425048828125,0.3524640590597073
60,product,L10H4,1,L10H4,0.957855224609375,0.2159271240234375,0.32320404052734375,0.7419281005859375,0.1445920654834132
60,product,L8H9,1,L8H9,0.957855224609375,0.2159271240234375,0.3384857177734375,0.7419281005859375,0.1651893136992781
60,product,L9H2,1,L9H2,0.957855224609375,0.2159271240234375,0.30861663818359375,0.7419281005859375,0.12493058840466446
60,product,L10H4 + L8H9,2,L10H4 + L8H9,0.957855224609375,0.2159271240234375,0.4449005126953125,0.7419281005859375,0.3086193776607778
60,product,L10H4 + L9H2,2,L10H4 + L9H2,0.957855224609375,0.2159271240234375,0.4165802001953125,0.7419281005859375,0.2704481418258849
60,product,L8H9 + L9H2,2,L8H9 + L9H2,0.957855224609375,0.2159271240234375,0.42833709716796875,0.7419281005859375,0.2862945519610061
60,product,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,0.957855224609375,0.2159271240234375,0.535064697265625,0.7419281005859375,0.43014622709417355
62,product,L10H4,1,L10H4,1.2118072509765625,0.2650909423828125,0.36740875244140625,0.94671630859375,0.10807652633614855
62,product,L8H9,1,L8H9,1.2118072509765625,0.2650909423828125,0.4235992431640625,0.94671630859375,0.16742956611437046
62,product,L9H2,1,L9H2,1.2118072509765625,0.2650909423828125,0.36574554443359375,0.94671630859375,0.10631970859390111
62,product,L10H4 + L8H9,2,L10H4 + L8H9,1.2118072509765625,0.2650909423828125,0.522705078125,0.94671630859375,0.2721133389207659
62,product,L10H4 + L9H2,2,L10H4 + L9H2,1.2118072509765625,0.2650909423828125,0.46673583984375,0.94671630859375,0.2129940042550448
62,product,L8H9 + L9H2,2,L8H9 + L9H2,1.2118072509765625,0.2650909423828125,0.524444580078125,0.94671630859375,0.2739507446328412
62,product,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.2118072509765625,0.2650909423828125,0.622039794921875,0.94671630859375,0.37703887563664495
65,product,L10H4,1,L10H4,1.6421585083007812,1.0647048950195312,1.137908935546875,0.57745361328125,0.12677042595920093
65,product,L8H9,1,L8H9,1.6421585083007812,1.0647048950195312,1.1417083740234375,0.57745361328125,0.13335006870309693
65,product,L9H2,1,L9H2,1.6421585083007812,1.0647048950195312,1.1504745483398438,0.57745361328125,0.1485308106965437
65,product,L10H4 + L8H9,2,L10H4 + L8H9,1.6421585083007812,1.0647048950195312,1.2126617431640625,0.57745361328125,0.256222915125251
65,product,L10H4 + L9H2,2,L10H4 + L9H2,1.6421585083007812,1.0647048950195312,1.2215499877929688,0.57745361328125,0.27161505126308
65,product,L8H9 + L9H2,2,L8H9 + L9H2,1.6421585083007812,1.0647048950195312,1.2258148193359375,0.57745361328125,0.27900063418243315
65,product,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.6421585083007812,1.0647048950195312,1.2945175170898438,0.57745361328125,0.39797590106754044
67,product,L10H4,1,L10H4,1.5984039306640625,0.8102493286132812,1.0558547973632812,0.7881546020507812,0.31162092831905525
67,product,L8H9,1,L8H9,1.5984039306640625,0.8102493286132812,0.9341812133789062,0.7881546020507812,0.15724311504767435
67,product,L9H2,1,L9H2,1.5984039306640625,0.8102493286132812,0.9407958984375,0.7881546020507812,0.16563573883161511
67,product,L10H4 + L8H9,2,L10H4 + L8H9,1.5984039306640625,0.8102493286132812,1.1747360229492188,0.7881546020507812,0.4624558346643434
67,product,L10H4 + L9H2,2,L10H4 + L9H2,1.5984039306640625,0.8102493286132812,1.1807174682617188,0.7881546020507812,0.4700450123420938
67,product,L8H9 + L9H2,2,L8H9 + L9H2,1.5984039306640625,0.8102493286132812,1.05810546875,0.7881546020507812,0.31447655002178015
67,product,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.5984039306640625,0.8102493286132812,1.293121337890625,0.7881546020507812,0.6126615362276754
68,product,L10H4,1,L10H4,1.4078750610351562,1.2732315063476562,1.3208847045898438,0.1346435546875,0.35392112420670896
68,product,L8H9,1,L8H9,1.4078750610351562,1.2732315063476562,1.3474273681640625,0.1346435546875,0.5510539437896645
68,product,L9H2,1,L9H2,1.4078750610351562,1.2732315063476562,1.3975296020507812,0.1346435546875,0.9231640979147778
68,product,L10H4 + L8H9,2,L10H4 + L8H9,1.4078750610351562,1.2732315063476562,1.3932571411132812,0.1346435546875,0.8914324569356301
68,product,L10H4 + L9H2,2,L10H4 + L9H2,1.4078750610351562,1.2732315063476562,1.441009521484375,0.1346435546875,1.246090208522212
68,product,L8H9 + L9H2,2,L8H9 + L9H2,1.4078750610351562,1.2732315063476562,1.4780502319335938,0.1346435546875,1.5211922030825022
68,product,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.4078750610351562,1.2732315063476562,1.5193405151367188,0.1346435546875,1.8278558476881233
69,product,L10H4,1,L10H4,1.3504257202148438,0.660003662109375,0.7698745727539062,0.6904220581054688,0.15913586385988177
69,product,L8H9,1,L8H9,1.3504257202148438,0.660003662109375,0.7296600341796875,0.6904220581054688,0.10088955190894525
69,product,L9H2,1,L9H2,1.3504257202148438,0.660003662109375,0.8086090087890625,0.6904220581054688,0.2152384109619316
69,product,L10H4 + L8H9,2,L10H4 + L8H9,1.3504257202148438,0.660003662109375,0.8400650024414062,0.6904220581054688,0.2607989391679098
69,product,L10H4 + L9H2,2,L10H4 + L9H2,1.3504257202148438,0.660003662109375,0.9155120849609375,0.6904220581054688,0.3700756947897674
69,product,L8H9 + L9H2,2,L8H9 + L9H2,1.3504257202148438,0.660003662109375,0.881988525390625,0.6904220581054688,0.32152052599591135
69,product,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.3504257202148438,0.660003662109375,0.9894027709960938,0.6904220581054688,0.47709818222001216
71,book,L10H4,1,L10H4,1.3260879516601562,0.5878372192382812,0.776763916015625,0.738250732421875,0.2559112893224753
71,book,L8H9,1,L8H9,1.3260879516601562,0.5878372192382812,0.7654266357421875,0.738250732421875,0.24055433839031046
71,book,L9H2,1,L9H2,1.3260879516601562,0.5878372192382812,0.732086181640625,0.738250732421875,0.19539291472035053
71,book,L10H4 + L8H9,2,L10H4 + L8H9,1.3260879516601562,0.5878372192382812,0.9516372680664062,0.738250732421875,0.49278657351907734
71,book,L10H4 + L9H2,2,L10H4 + L9H2,1.3260879516601562,0.5878372192382812,0.9214401245117188,0.738250732421875,0.45188293166880245
71,book,L8H9 + L9H2,2,L8H9 + L9H2,1.3260879516601562,0.5878372192382812,0.9118576049804688,0.738250732421875,0.4389028977718986
71,book,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.3260879516601562,0.5878372192382812,1.0970230102539062,0.738250732421875,0.6897193171014013
72,book,L10H4,1,L10H4,1.1584014892578125,0.29952239990234375,0.40215301513671875,0.8588790893554688,0.11949367088607595
72,book,L8H9,1,L8H9,1.1584014892578125,0.29952239990234375,0.43029022216796875,0.8588790893554688,0.15225405285365312
72,book,L9H2,1,L9H2,1.1584014892578125,0.29952239990234375,0.43494415283203125,0.8588790893554688,0.15767266266933155
72,book,L10H4 + L8H9,2,L10H4 + L8H9,1.1584014892578125,0.29952239990234375,0.53192138671875,0.8588790893554688,0.27058405507439487
72,book,L10H4 + L9H2,2,L10H4 + L9H2,1.1584014892578125,0.29952239990234375,0.5364913940429688,0.8588790893554688,0.27590495225405287
72,book,L8H9 + L9H2,2,L8H9 + L9H2,1.1584014892578125,0.29952239990234375,0.5661849975585938,0.8588790893554688,0.3104774594714635
72,book,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.1584014892578125,0.29952239990234375,0.666046142578125,0.8588790893554688,0.4267466133688652
75,book,L10H4,1,L10H4,1.1533355712890625,0.0473175048828125,0.156158447265625,1.10601806640625,0.09840792450747751
75,book,L8H9,1,L8H9,1.1533355712890625,0.0473175048828125,0.25360107421875,1.10601806640625,0.18651012637271674
75,book,L9H2,1,L9H2,1.1533355712890625,0.0473175048828125,0.14984130859375,1.10601806640625,0.0926963191876828
75,book,L10H4 + L8H9,2,L10H4 + L8H9,1.1533355712890625,0.0473175048828125,0.3629608154296875,1.10601806640625,0.2853871199161194
75,book,L10H4 + L9H2,2,L10H4 + L9H2,1.1533355712890625,0.0473175048828125,0.2606201171875,1.10601806640625,0.19285635450582198
75,book,L8H9 + L9H2,2,L8H9 + L9H2,1.1533355712890625,0.0473175048828125,0.3599700927734375,1.10601806640625,0.282683074885492
75,book,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.1533355712890625,0.0473175048828125,0.4709625244140625,1.10601806640625,0.3830362562772474
76,book,L10H4,1,L10H4,1.25390625,0.6698150634765625,0.7558975219726562,0.5840911865234375,0.14737845816243894
76,book,L8H9,1,L8H9,1.25390625,0.6698150634765625,0.7725296020507812,0.5840911865234375,0.17585360119125368
76,book,L9H2,1,L9H2,1.25390625,0.6698150634765625,0.72760009765625,0.5840911865234375,0.0989315290368087
76,book,L10H4 + L8H9,2,L10H4 + L8H9,1.25390625,0.6698150634765625,0.8577346801757812,0.5840911865234375,0.32172993024896157
76,book,L10H4 + L9H2,2,L10H4 + L9H2,1.25390625,0.6698150634765625,0.8142547607421875,0.5840911865234375,0.2472896366153766
76,book,L8H9 + L9H2,2,L8H9 + L9H2,1.25390625,0.6698150634765625,0.8304443359375,0.5840911865234375,0.2750071840957183
76,book,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.25390625,0.6698150634765625,0.9162368774414062,0.5840911865234375,0.4218892865539852
77,book,L10H4,1,L10H4,1.019439697265625,-0.05596160888671875,0.08502960205078125,1.0754013061523438,0.13110567202298606
77,book,L8H9,1,L8H9,1.019439697265625,-0.05596160888671875,0.087158203125,1.0754013061523438,0.1330850271363201
77,book,L9H2,1,L9H2,1.019439697265625,-0.05596160888671875,0.0223846435546875,1.0754013061523438,0.07285303820368202
77,book,L10H4 + L8H9,2,L10H4 + L8H9,1.019439697265625,-0.05596160888671875,0.228363037109375,1.0754013061523438,0.2643893441169167
77,book,L10H4 + L9H2,2,L10H4 + L9H2,1.019439697265625,-0.05596160888671875,0.164306640625,1.0754013061523438,0.2048242346848285
77,book,L8H9 + L9H2,2,L8H9 + L9H2,1.019439697265625,-0.05596160888671875,0.163543701171875,1.0754013061523438,0.20411478840764782
77,book,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.019439697265625,-0.05596160888671875,0.3052825927734375,1.0754013061523438,0.3359157177822709
80,book,L10H4,1,L10H4,1.2789154052734375,0.5390396118164062,0.6373443603515625,0.7398757934570312,0.1328665559875022
80,book,L8H9,1,L8H9,1.2789154052734375,0.5390396118164062,0.6570358276367188,0.7398757934570312,0.15948111407859594
80,book,L9H2,1,L9H2,1.2789154052734375,0.5390396118164062,0.6916351318359375,0.7398757934570312,0.2062447796900296
80,book,L10H4 + L8H9,2,L10H4 + L8H9,1.2789154052734375,0.5390396118164062,0.7537384033203125,0.7398757934570312,0.2901822081524485
80,book,L10H4 + L9H2,2,L10H4 + L9H2,1.2789154052734375,0.5390396118164062,0.78936767578125,0.7398757934570312,0.3383379564226569
80,book,L8H9 + L9H2,2,L8H9 + L9H2,1.2789154052734375,0.5390396118164062,0.8070449829101562,0.7398757934570312,0.3622302195365911
80,book,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.2789154052734375,0.5390396118164062,0.9028472900390625,0.7398757934570312,0.49171453024944056
81,general,L10H4,1,L10H4,1.6487503051757812,0.7117919921875,0.8796920776367188,0.9369583129882812,0.17919696439186053
81,general,L8H9,1,L8H9,1.6487503051757812,0.7117919921875,0.8905792236328125,0.9369583129882812,0.1908166339600518
81,general,L9H2,1,L9H2,1.6487503051757812,0.7117919921875,0.9322433471679688,0.9369583129882812,0.23528405898590493
81,general,L10H4 + L8H9,2,L10H4 + L8H9,1.6487503051757812,0.7117919921875,1.0576019287109375,0.9369583129882812,0.36907718489687236
81,general,L10H4 + L9H2,2,L10H4 + L9H2,1.6487503051757812,0.7117919921875,1.1012725830078125,0.9369583129882812,0.41568614678077337
81,general,L8H9 + L9H2,2,L8H9 + L9H2,1.6487503051757812,0.7117919921875,1.101104736328125,0.9369583129882812,0.41550700681546143
81,general,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.6487503051757812,0.7117919921875,1.268402099609375,0.9369583129882812,0.594060695877338
82,general,L10H4,1,L10H4,1.71795654296875,0.6558761596679688,0.7382354736328125,1.0620803833007812,0.07754527365328391
82,general,L8H9,1,L8H9,1.71795654296875,0.6558761596679688,0.8591995239257812,1.0620803833007812,0.19143877191848227
82,general,L9H2,1,L9H2,1.71795654296875,0.6558761596679688,0.7677459716796875,1.0620803833007812,0.10533083349496082
82,general,L10H4 + L8H9,2,L10H4 + L8H9,1.71795654296875,0.6558761596679688,0.93865966796875,1.0620803833007812,0.266254337004073
82,general,L10H4 + L9H2,2,L10H4 + L9H2,1.71795654296875,0.6558761596679688,0.849365234375,1.0620803833007812,0.18217931311912305
82,general,L8H9 + L9H2,2,L8H9 + L9H2,1.71795654296875,0.6558761596679688,0.96868896484375,1.0620803833007812,0.294528371010495
82,general,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.71795654296875,0.6558761596679688,1.0470428466796875,1.0620803833007812,0.3683023367742028
83,general,L10H4,1,L10H4,1.831207275390625,0.51190185546875,0.659881591796875,1.319305419921875,0.11216488168212625
83,general,L8H9,1,L8H9,1.831207275390625,0.51190185546875,0.7256546020507812,1.319305419921875,0.16201915292267124
83,general,L9H2,1,L9H2,1.831207275390625,0.51190185546875,0.6332778930664062,1.319305419921875,0.09199995373690176
83,general,L10H4 + L8H9,2,L10H4 + L8H9,1.831207275390625,0.51190185546875,0.8713607788085938,1.319305419921875,0.27246073419536904
83,general,L10H4 + L9H2,2,L10H4 + L9H2,1.831207275390625,0.51190185546875,0.7792816162109375,1.319305419921875,0.20266706761351808
83,general,L8H9 + L9H2,2,L8H9 + L9H2,1.831207275390625,0.51190185546875,0.8452529907226562,1.319305419921875,0.25267169392334204
83,general,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.831207275390625,0.51190185546875,0.9884262084960938,1.319305419921875,0.3611933566190928
84,general,L10H4,1,L10H4,1.2745513916015625,0.7264862060546875,0.8547897338867188,0.548065185546875,0.23410267832284648
84,general,L8H9,1,L8H9,1.2745513916015625,0.7264862060546875,0.80810546875,0.548065185546875,0.14892254579876385
84,general,L9H2,1,L9H2,1.2745513916015625,0.7264862060546875,0.7539520263671875,0.548065185546875,0.050114148894704606
84,general,L10H4 + L8H9,2,L10H4 + L8H9,1.2745513916015625,0.7264862060546875,0.934417724609375,0.548065185546875,0.3793919483267443
84,general,L10H4 + L9H2,2,L10H4 + L9H2,1.2745513916015625,0.7264862060546875,0.8815994262695312,0.548065185546875,0.2830196558828443
84,general,L8H9 + L9H2,2,L8H9 + L9H2,1.2745513916015625,0.7264862060546875,0.8402862548828125,0.548065185546875,0.20763962358705942
84,general,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.2745513916015625,0.7264862060546875,0.96600341796875,0.548065185546875,0.43702321955565454
89,general,L10H4,1,L10H4,1.4066238403320312,0.29872894287109375,0.576629638671875,1.1078948974609375,0.2508366961863181
89,general,L8H9,1,L8H9,1.4066238403320312,0.29872894287109375,0.3771514892578125,1.1078948974609375,0.07078518600134973
89,general,L9H2,1,L9H2,1.4066238403320312,0.29872894287109375,0.4803009033203125,1.1078948974609375,0.16388915669288084
89,general,L10H4 + L8H9,2,L10H4 + L8H9,1.4066238403320312,0.29872894287109375,0.6300125122070312,1.1078948974609375,0.2990207555745314
89,general,L10H4 + L9H2,2,L10H4 + L9H2,1.4066238403320312,0.29872894287109375,0.7612380981445312,1.1078948974609375,0.41746663544837276
89,general,L8H9 + L9H2,2,L8H9 + L9H2,1.4066238403320312,0.29872894287109375,0.5681304931640625,1.1078948974609375,0.24316525954797746
89,general,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.4066238403320312,0.29872894287109375,0.8215484619140625,1.1078948974609375,0.4719035354717865
90,general,L10H4,1,L10H4,1.2066650390625,-0.15785980224609375,0.082427978515625,1.3645248413085938,0.1760963036270415
90,general,L8H9,1,L8H9,1.2066650390625,-0.15785980224609375,-0.0285797119140625,1.3645248413085938,0.09474366931132619
90,general,L9H2,1,L9H2,1.2066650390625,-0.15785980224609375,-0.01062774658203125,1.3645248413085938,0.10789987196045871
90,general,L10H4 + L8H9,2,L10H4 + L8H9,1.2066650390625,-0.15785980224609375,0.22090911865234375,1.3645248413085938,0.27758301603010327
90,general,L10H4 + L9H2,2,L10H4 + L9H2,1.2066650390625,-0.15785980224609375,0.235565185546875,1.3645248413085938,0.28832380025831555
90,general,L8H9 + L9H2,2,L8H9 + L9H2,1.2066650390625,-0.15785980224609375,0.12146759033203125,1.3645248413085938,0.20470671117298758
90,general,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.2066650390625,-0.15785980224609375,0.3775177001953125,1.3645248413085938,0.39235452974822616
93,general,L10H4,1,L10H4,0.7738494873046875,0.23876953125,0.35434722900390625,0.5350799560546875,0.21600079847149742
93,general,L8H9,1,L8H9,0.7738494873046875,0.23876953125,0.346588134765625,0.5350799560546875,0.2014999857415804
93,general,L9H2,1,L9H2,0.7738494873046875,0.23876953125,0.29876708984375,0.5350799560546875,0.11212821170901417
93,general,L10H4 + L8H9,2,L10H4 + L8H9,0.7738494873046875,0.23876953125,0.46319580078125,0.5350799560546875,0.419425670858642
93,general,L10H4 + L9H2,2,L10H4 + L9H2,0.7738494873046875,0.23876953125,0.4140625,0.5350799560546875,0.327601448655431
93,general,L8H9 + L9H2,2,L8H9 + L9H2,0.7738494873046875,0.23876953125,0.40657806396484375,0.5350799560546875,0.3136139390309978
93,general,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,0.7738494873046875,0.23876953125,0.52294921875,0.5350799560546875,0.5310976131405595
94,general,L10H4,1,L10H4,1.1710662841796875,0.199127197265625,0.2608795166015625,0.9719390869140625,0.06353517434102077
94,general,L8H9,1,L8H9,1.1710662841796875,0.199127197265625,0.35666656494140625,0.9719390869140625,0.1620876964378228
94,general,L9H2,1,L9H2,1.1710662841796875,0.199127197265625,0.2588348388671875,0.9719390869140625,0.06143146459016908
94,general,L10H4 + L8H9,2,L10H4 + L8H9,1.1710662841796875,0.199127197265625,0.414825439453125,0.9719390869140625,0.22192567938835425
94,general,L10H4 + L9H2,2,L10H4 + L9H2,1.1710662841796875,0.199127197265625,0.319244384765625,0.9719390869140625,0.12358509819928724
94,general,L8H9 + L9H2,2,L8H9 + L9H2,1.1710662841796875,0.199127197265625,0.41522216796875,0.9719390869140625,0.22233386187732546
94,general,L10H4 + L8H9 + L9H2,3,L10H4 + L8H9 + L9H2,1.1710662841796875,0.199127197265625,0.4718780517578125,0.9719390869140625,0.2806254611677159
95,general,L10H4,1,L10H4,0.89178466796875,0.18206787109375,0.30319976806640625,0.709716796875,0.17067638458892329
95,general,L8H9,1,L8H9,0.89178466796875,0.18206787109375,0.2851104736328125,0.709716796875,0.14518833849329205
95,general,L9H2,1,L9H2,0.89178466796875,0.18206787109375,0.269195556640625,0.709716796875,0.1227640178878569
95,general,L10H4 + L8H9,2,L10H4 + L8H9,0.89178466796875,0.18206787109375,0.40350341796875,0.709716796875,0.3120055039559684
95,general,L10H4 + L9H2,2,L10H4 + L9H2,0.89178466796875,0.18206787109375,0.391265869140625,0.709716796875,0.2947626418988648
95,general,L8H9 + L9H2,2,L8H9 + L9H2,0.89178466796875,0.18206787109375,0.3733673095703125,0.709716796875,0.2695433436532508
